"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
0,0.570431201800078,0.509492468436994,0.547946127002308,0.546037614894512,0.464337155908732,0.571262657476259,0.508897501714809,0.499597239843983,0.563714823197203,0.588914605147765,0.543261323380283,0.525119986583659,0.583419287386963,0.569435429294119,0.563216790664066,0.524532385173956,0.439141801521008
0.570431201800078,0,0.319521046787122,0.154775985673316,0.234318132909683,0.403251149268139,0.155494712781795,0.17503590734614,0.229770372749224,0.226099336500199,0.0731097113201967,0.305995222298763,0.327413603209691,0.414476702171251,0.263310063661335,0.116203162193564,0.46018752320631,0.449692826211582
0.509492468436994,0.319521046787122,0,0.232622767669592,0.256328965252853,0.259204410213142,0.283373140818484,0.259149916718109,0.248919044611736,0.276185357274204,0.279458151473285,0.237825152196694,0.204383864791333,0.355705850326621,0.1994261195836,0.30303943241354,0.44048729806646,0.330737627777856
0.547946127002308,0.154775985673316,0.232622767669592,0,0.161787431508879,0.331194958153926,0.151865305306737,0.147270678682547,0.180708112445209,0.189428034226769,0.135169436690359,0.254990583280371,0.25912660338058,0.382223223122197,0.174492488604076,0.138566165502401,0.459983237651175,0.386670892228023
0.546037614894512,0.234318132909683,0.256328965252853,0.161787431508879,0,0.264757608845399,0.230465072373605,0.190991540739848,0.185980261791053,0.22725986928038,0.23002520819549,0.283038417564508,0.276369610728159,0.377953415507332,0.199880245301065,0.220522755852534,0.450607209563858,0.321600996966698
0.464337155908732,0.403251149268139,0.259204410213142,0.331194958153926,0.264757608845399,0,0.384798857196471,0.332163016881988,0.290310777363024,0.355148407447196,0.396553371530306,0.319335730502495,0.256767347335924,0.397925340285917,0.288310662483534,0.385859608429221,0.415813067046586,0.180386875452653
0.571262657476259,0.155494712781795,0.283373140818484,0.151865305306737,0.230465072373605,0.384798857196471,0,0.186296973445338,0.220774345588483,0.201510902846705,0.123481688383207,0.301043746905935,0.3237612269041,0.397887774278563,0.210162657012536,0.16562705865156,0.461608917827132,0.434142253333797
0.508897501714809,0.17503590734614,0.259149916718109,0.147270678682547,0.190991540739848,0.332163016881988,0.186296973445338,0,0.157982903391752,0.20293360715313,0.190749551375471,0.218144317607773,0.249804605280306,0.354211624985992,0.226398134367647,0.159068258212713,0.413626332408429,0.373128896514358
0.499597239843983,0.229770372749224,0.248919044611736,0.180708112445209,0.185980261791053,0.290310777363024,0.220774345588483,0.157982903391752,0,0.189263305211157,0.239472445981898,0.233453742278425,0.22743549247316,0.343216871038904,0.234186372349791,0.19224488954445,0.388848163723059,0.326822094448404
0.563714823197203,0.226099336500199,0.276185357274204,0.189428034226769,0.22725986928038,0.355148407447196,0.201510902846705,0.20293360715313,0.189263305211157,0,0.215987269590547,0.291055616499652,0.30709841737074,0.282088238826661,0.234314607700373,0.133664356030978,0.353697298055282,0.40174177676166
0.588914605147765,0.0731097113201967,0.279458151473285,0.135169436690359,0.23002520819549,0.396553371530306,0.123481688383207,0.190749551375471,0.239472445981898,0.215987269590547,0,0.307188689227662,0.320028585238203,0.407198989889021,0.217644796618234,0.119733095295121,0.482819382373016,0.442626841394522
0.543261323380283,0.305995222298763,0.237825152196694,0.254990583280371,0.283038417564508,0.319335730502495,0.301043746905935,0.218144317607773,0.233453742278425,0.291055616499652,0.307188689227662,0,0.177949480299729,0.345597802227837,0.240597381968946,0.291495586247692,0.437294374668523,0.348323453084138
0.525119986583659,0.327413603209691,0.204383864791333,0.25912660338058,0.276369610728159,0.256767347335924,0.3237612269041,0.249804605280306,0.22743549247316,0.30709841737074,0.320028585238203,0.177949480299729,0,0.346946211974659,0.225976206428776,0.305043088120063,0.418984707489113,0.286925828382952
0.583419287386963,0.414476702171251,0.355705850326621,0.382223223122197,0.377953415507332,0.397925340285917,0.397887774278563,0.354211624985992,0.343216871038904,0.282088238826661,0.407198989889021,0.345597802227837,0.346946211974659,0,0.372794622563476,0.333951539370088,0.181955994990148,0.405167437283277
0.569435429294119,0.263310063661335,0.1994261195836,0.174492488604076,0.199880245301065,0.288310662483534,0.210162657012536,0.226398134367647,0.234186372349791,0.234314607700373,0.217644796618234,0.240597381968946,0.225976206428776,0.372794622563476,0,0.237873426854672,0.467325899639617,0.339375238262439
0.563216790664066,0.116203162193564,0.30303943241354,0.138566165502401,0.220522755852534,0.385859608429221,0.16562705865156,0.159068258212713,0.19224488954445,0.133664356030978,0.119733095295121,0.291495586247692,0.305043088120063,0.333951539370088,0.237873426854672,0,0.396698272351638,0.421542347271206
0.524532385173956,0.46018752320631,0.44048729806646,0.459983237651175,0.450607209563858,0.415813067046586,0.461608917827132,0.413626332408429,0.388848163723059,0.353697298055282,0.482819382373016,0.437294374668523,0.418984707489113,0.181955994990148,0.467325899639617,0.396698272351638,0,0.442809358301256
0.439141801521008,0.449692826211582,0.330737627777856,0.386670892228023,0.321600996966698,0.180386875452653,0.434142253333797,0.373128896514358,0.326822094448404,0.40174177676166,0.442626841394522,0.348323453084138,0.286925828382952,0.405167437283277,0.339375238262439,0.421542347271206,0.442809358301256,0
