"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
0,0.919031805468876,1,0.94305172373853,0.941520572342311,1,1,0.792572888659733,0.910618085822841,1,1,0.914828021276297,0.965195086352901,1,1,0.906062200956938,0.821818181818182,0.942890214294562
0.919031805468876,0,0.974807200711226,0.721023411936025,0.69279934032256,0.891468880680349,0.79330326209738,0.718887464398421,0.740231962164456,0.81060938703614,0.747414434464744,1,0.948925793860348,0.945970887071977,0.827357073868684,0.585139827578682,0.889254988905144,0.856078917844095
1,0.974807200711226,0,0.906016631855305,0.950636905123862,0.900009139838888,1,0.803700652274846,0.93374263381622,0.900368686563881,0.93983739987223,0.752058560712983,0.81590563795906,1,0.937506889754029,0.930529402829712,1,0.886889021123804
0.94305172373853,0.721023411936025,0.906016631855305,0,0.633518481879069,0.884727598386866,0.698079762783693,0.699276536491205,0.746785939048816,0.821941143092859,0.697212719513029,1,0.887060328567352,1,0.648547701715732,0.657589706168855,0.926481432743682,0.867274898057278
0.941520572342311,0.69279934032256,0.950636905123862,0.633518481879069,0,0.823958148157462,0.79085415633558,0.761114911526132,0.659433871841968,0.825304112934098,0.784009075118208,1,0.955562398349055,1,0.560137419907981,0.668640068308025,0.923884842453728,0.663921296247612
1,0.891468880680349,0.900009139838888,0.884727598386866,0.823958148157462,0,0.966061373498848,0.873984200987121,0.898092961910243,0.934023237792803,0.958020967079017,0.868254222422588,0.904175672425121,0.935887640387412,0.861343826337136,0.949670648954402,1,0.549078809486132
1,0.79330326209738,1,0.698079762783693,0.79085415633558,0.966061373498848,0,0.805248657306808,0.653840618945424,0.68960507217241,0.712992130418601,0.887681670909817,0.83478804869171,0.930174028130079,0.820989574237252,0.774781419560831,0.881960945916828,1
0.792572888659733,0.718887464398421,0.803700652274846,0.699276536491205,0.761114911526132,0.873984200987121,0.805248657306808,0,0.695008110090845,0.791709403853496,0.763184865597303,0.887497687226007,0.890925660106187,0.979870041408422,0.768914915214956,0.643002950083075,0.7804496269573,0.813258106949411
0.910618085822841,0.740231962164456,0.93374263381622,0.746785939048816,0.659433871841968,0.898092961910243,0.653840618945424,0.695008110090845,0,0.732243723524035,0.813738560761713,0.884750063482433,0.861656240727218,0.929843193563327,0.76470054238615,0.632945416969673,0.724445157097331,0.813880444756845
1,0.81060938703614,0.900368686563881,0.821941143092859,0.825304112934098,0.934023237792803,0.68960507217241,0.791709403853496,0.732243723524035,0,0.79150227099369,0.901641331583393,0.912898271907787,0.947918275926972,0.828385258270842,0.600080451943623,0.857328761530269,0.806819566102175
1,0.747414434464744,0.93983739987223,0.697212719513029,0.784009075118208,0.958020967079017,0.712992130418601,0.763184865597303,0.813738560761713,0.79150227099369,0,1,0.9473770130285,1,0.773239741510639,0.675530892310304,1,0.933942466460268
0.914828021276297,1,0.752058560712983,1,1,0.868254222422588,0.887681670909817,0.887497687226007,0.884750063482433,0.901641331583393,1,0,0.603904877766537,0.967668024224096,1,1,0.940905885266526,0.908979060469765
0.965195086352901,0.948925793860348,0.81590563795906,0.887060328567352,0.955562398349055,0.904175672425121,0.83478804869171,0.890925660106187,0.861656240727218,0.912898271907787,0.9473770130285,0.603904877766537,0,1,0.953369218382262,0.949066013696448,1,0.943262780087368
1,0.945970887071977,1,1,1,0.935887640387412,0.930174028130079,0.979870041408422,0.929843193563327,0.947918275926972,1,0.967668024224096,1,0,1,0.915388832559582,0.760059405080942,0.917978574252258
1,0.827357073868684,0.937506889754029,0.648547701715732,0.560137419907981,0.861343826337136,0.820989574237252,0.768914915214956,0.76470054238615,0.828385258270842,0.773239741510639,1,0.953369218382262,1,0,0.764324104000575,1,0.767578682377882
0.906062200956938,0.585139827578682,0.930529402829712,0.657589706168855,0.668640068308025,0.949670648954402,0.774781419560831,0.643002950083075,0.632945416969673,0.600080451943623,0.675530892310304,1,0.949066013696448,0.915388832559582,0.764324104000575,0,0.765494505494505,0.833312398643668
0.821818181818182,0.889254988905144,1,0.926481432743682,0.923884842453728,1,0.881960945916828,0.7804496269573,0.724445157097331,0.857328761530269,1,0.940905885266526,1,0.760059405080942,1,0.765494505494505,0,0.919392648287385
0.942890214294562,0.856078917844095,0.886889021123804,0.867274898057278,0.663921296247612,0.549078809486132,1,0.813258106949411,0.813880444756845,0.806819566102175,0.933942466460268,0.908979060469765,0.943262780087368,0.917978574252258,0.767578682377882,0.833312398643668,0.919392648287385,0
