"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"1",0,0.746230470329864,0.62500004517521,0.698993753670307,0.768664968059206,0.719480994767589,0.809767073911807,0.629226235678648,0.750489707337366,0.789940031235624,0.64304314308214,0.646789335820036,0.586970972592318,0.649223938775446,0.740258190055071,0.800642108189416,0.574462070918673,0.723776060838145
"2",0.746230470329864,0,0.683731199316517,0.447115826228323,0.465767502850355,0.554158378561071,0.498449567788941,0.508351550094269,0.484261276043584,0.418057002072646,0.529046683361796,0.639938167327963,0.605647973860706,0.681217123286393,0.495460993729122,0.436040496723294,0.650871159454282,0.535352170589855
"3",0.62500004517521,0.683731199316517,0,0.602717094307301,0.716921566473073,0.712868659881159,0.785081655231724,0.524076142587629,0.725233113195138,0.723745662972263,0.477462847460849,0.525306221597954,0.543021250890975,0.555592775898696,0.63195147647177,0.765859180079414,0.613723981443352,0.703085469985153
"4",0.698993753670307,0.447115826228323,0.602717094307301,0,0.439484013720478,0.607889065677404,0.495989728108074,0.56377874660519,0.464734884915254,0.500477337378738,0.55296302927298,0.714918477017569,0.627499442597621,0.680751122042401,0.434708458329341,0.485053591731957,0.654194701228476,0.540353470679828
"5",0.768664968059206,0.465767502850355,0.716921566473073,0.439484013720478,0,0.560595465540535,0.423286067766557,0.634489767718559,0.411625204744086,0.452689499849237,0.677478820488161,0.733939490918677,0.673353761683288,0.730959668190484,0.432628895986189,0.422490352238894,0.720378444913149,0.47856288863848
"6",0.719480994767589,0.554158378561071,0.712868659881159,0.607889065677404,0.560595465540535,0,0.630035611094671,0.667112146439254,0.57502717682834,0.541118571774021,0.739861304737121,0.688881118888445,0.620725030356823,0.724985317411119,0.592204886700807,0.586855107408975,0.662481243523858,0.425735723645753
"7",0.809767073911807,0.498449567788941,0.785081655231724,0.495989728108074,0.423286067766557,0.630035611094671,0,0.696268324190353,0.427672557390933,0.443656691928987,0.705835733816365,0.771664603811313,0.746712797172268,0.784620803478398,0.492573021554222,0.4171045155842,0.763399080005465,0.580111285349198
"8",0.629226235678648,0.508351550094269,0.524076142587629,0.56377874660519,0.634489767718559,0.667112146439254,0.696268324190353,0,0.625043451028041,0.615410969571967,0.45787009338646,0.484585625987491,0.499958770293249,0.555366157509659,0.60124537931664,0.648589391361198,0.575206448438671,0.656433513523318
"9",0.750489707337366,0.484261276043584,0.725233113195138,0.464734884915254,0.411625204744086,0.57502717682834,0.427672557390933,0.625043451028041,0,0.484716235205814,0.700073098998562,0.698590898762753,0.649758502840359,0.733927816362588,0.49991222134449,0.441213224657973,0.696245261171017,0.511167753151432
"10",0.789940031235624,0.418057002072646,0.723745662972263,0.500477337378738,0.452689499849237,0.541118571774021,0.443656691928987,0.615410969571967,0.484716235205814,0,0.650326684842616,0.707116848288656,0.678889439969526,0.686520329134532,0.49031573242181,0.365445155180094,0.662456559001579,0.530953348977472
"11",0.64304314308214,0.529046683361796,0.477462847460849,0.55296302927298,0.677478820488161,0.739861304737121,0.705835733816365,0.45787009338646,0.700073098998562,0.650326684842616,0,0.596901730914576,0.564155902411619,0.588085475528547,0.612060314298138,0.658083799413865,0.620421697290469,0.717421235602959
"12",0.646789335820036,0.639938167327963,0.525306221597954,0.714918477017569,0.733939490918677,0.688881118888445,0.771664603811313,0.484585625987491,0.698590898762753,0.707116848288656,0.596901730914576,0,0.423749209680983,0.588414043827739,0.673238944366922,0.745799458569736,0.675948223406925,0.700383298264126
"13",0.586970972592318,0.605647973860706,0.543021250890975,0.627499442597621,0.673353761683288,0.620725030356823,0.746712797172268,0.499958770293249,0.649758502840359,0.678889439969526,0.564155902411619,0.423749209680983,0,0.583459890413687,0.625683457935628,0.703317891117281,0.589005916434113,0.62285818151284
"14",0.649223938775446,0.681217123286393,0.555592775898696,0.680751122042401,0.730959668190484,0.724985317411119,0.784620803478398,0.555366157509659,0.733927816362588,0.686520329134532,0.588085475528547,0.588414043827739,0.583459890413687,0,0.6669739119596,0.738991173998941,0.357890795821202,0.689570180445053
"15",0.740258190055071,0.495460993729122,0.63195147647177,0.434708458329341,0.432628895986189,0.592204886700807,0.492573021554222,0.60124537931664,0.49991222134449,0.49031573242181,0.612060314298138,0.673238944366922,0.625683457935628,0.6669739119596,0,0.509418879669528,0.675665812747192,0.53447660669624
"16",0.800642108189416,0.436040496723294,0.765859180079414,0.485053591731957,0.422490352238894,0.586855107408975,0.4171045155842,0.648589391361198,0.441213224657973,0.365445155180094,0.658083799413865,0.745799458569736,0.703317891117281,0.738991173998941,0.509418879669528,0,0.711143163880316,0.528799892795414
"17",0.574462070918673,0.650871159454282,0.613723981443352,0.654194701228476,0.720378444913149,0.662481243523858,0.763399080005465,0.575206448438671,0.696245261171017,0.662456559001579,0.620421697290469,0.675948223406925,0.589005916434113,0.357890795821202,0.675665812747192,0.711143163880316,0,0.662977309140224
"18",0.723776060838145,0.535352170589855,0.703085469985153,0.540353470679828,0.47856288863848,0.425735723645753,0.580111285349198,0.656433513523318,0.511167753151432,0.530953348977472,0.717421235602959,0.700383298264126,0.62285818151284,0.689570180445053,0.53447660669624,0.528799892795414,0.662977309140224,0
