"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
0,0.954276806315758,1,0.973635617331195,0.966456601932689,1,1,0.88279092348875,0.954017101733361,1,1,0.955786714091062,0.980747363059529,1,1,0.952462823725982,0.902131578947368,0.967248411733194
0.954276806315758,0,0.982957700065672,0.842090825196475,0.798019442889412,0.940870906913864,0.876258463758464,0.825077257825407,0.844807344519049,0.885375155503252,0.843567493780729,1,0.971274024651458,0.975031645585909,0.90183833078686,0.723068376068376,0.935982359358907,0.915692442275647
1,0.982957700065672,0,0.942952837054287,0.976127984982218,0.942643356230599,1,0.894886751118616,0.957610990847839,0.948939155619362,0.969835973323202,0.859436090410091,0.896060416081926,1,0.968946855775803,0.96509990048651,1,0.936715397023521
0.973635617331195,0.842090825196475,0.942952837054287,0,0.773263312246749,0.935808480537724,0.841032561135115,0.824910069625065,0.857962134867363,0.897006943294014,0.814349734587738,1,0.938630961545125,1,0.776433752135378,0.803082155159942,0.965494237317699,0.920522404487871
0.966456601932689,0.798019442889412,0.976127984982218,0.773263312246749,0,0.89789805111768,0.884854058222479,0.858306100403388,0.788800063220557,0.899867525368097,0.870618974377875,1,0.975349266905564,1,0.7206131930505,0.793577793938088,0.95584243697479,0.77740946729569
1,0.940870906913864,0.942643356230599,0.935808480537724,0.89789805111768,0,0.982502388751076,0.931977348939679,0.943141136613758,0.963597323045331,0.976688455206644,0.933978595584431,0.950078526135781,0.971443331708549,0.922282480595039,0.971169602370454,1,0.713161108542301
1,0.876258463758464,1,0.841032561135115,0.884854058222479,0.982502388751076,0,0.888424006922543,0.800943706651928,0.802606168040766,0.833512543012543,0.937562924132971,0.909042004278308,0.959573406555605,0.900761797026503,0.873116883116883,0.933689102564103,1
0.88279092348875,0.825077257825407,0.894886751118616,0.824910069625065,0.858306100403388,0.931977348939679,0.888424006922543,0,0.817299395451423,0.875463512407536,0.852712699838861,0.945050124099899,0.940094070063909,0.989348151586739,0.868835133127518,0.780531287728589,0.878962824672897,0.895639742831962
0.954017101733361,0.844807344519049,0.957610990847839,0.857962134867363,0.788800063220557,0.943141136613758,0.800943706651928,0.817299395451423,0,0.841544912253608,0.890650613290181,0.938480530266128,0.919467225771592,0.963994504477282,0.862218965837959,0.779986619094625,0.843329335020882,0.882928997400512
1,0.885375155503252,0.948939155619362,0.897006943294014,0.899867525368097,0.963597323045331,0.802606168040766,0.875463512407536,0.841544912253608,0,0.873333663627394,0.946505718757893,0.955249805881239,0.974007873849178,0.903582711622892,0.740129209713575,0.922876134185732,0.898953204651946
1,0.843567493780729,0.969835973323202,0.814349734587738,0.870618974377875,0.976688455206644,0.833512543012543,0.852712699838861,0.890650613290181,0.873333663627394,0,1,0.969786087205148,1,0.869374853088088,0.792833194583195,1,0.963912612413386
0.955786714091062,1,0.859436090410091,1,1,0.933978595584431,0.937562924132971,0.945050124099899,0.938480530266128,0.946505718757893,1,0,0.750891901072908,0.98097902146163,1,1,0.972287835861062,0.954087851118286
0.980747363059529,0.971274024651458,0.896060416081926,0.938630961545125,0.975349266905564,0.950078526135781,0.909042004278308,0.940094070063909,0.919467225771592,0.955249805881239,0.969786087205148,0.750891901072908,0,1,0.974220308033352,0.971618029402583,1,0.968701290103089
1,0.975031645585909,1,1,1,0.971443331708549,0.959573406555605,0.989348151586739,0.963994504477282,0.974007873849178,1,0.98097902146163,1,0,1,0.956262213577616,0.857911119711042,0.95899208047652
1,0.90183833078686,0.968946855775803,0.776433752135378,0.7206131930505,0.922282480595039,0.900761797026503,0.868835133127518,0.862218965837959,0.903582711622892,0.869374853088088,1,0.974220308033352,1,0,0.864975274725275,1,0.862509760921913
0.952462823725982,0.723068376068376,0.96509990048651,0.803082155159942,0.793577793938088,0.971169602370454,0.873116883116883,0.780531287728589,0.779986619094625,0.740129209713575,0.792833194583195,1,0.971618029402583,0.956262213577616,0.864975274725275,0,0.869688644688645,0.912681759545924
0.902131578947368,0.935982359358907,1,0.965494237317699,0.95584243697479,1,0.933689102564103,0.878962824672897,0.843329335020882,0.922876134185732,1,0.972287835861062,1,0.857911119711042,1,0.869688644688645,0,0.954637985896113
0.967248411733194,0.915692442275647,0.936715397023521,0.920522404487871,0.77740946729569,0.713161108542301,1,0.895639742831962,0.882928997400512,0.898953204651946,0.963912612413386,0.954087851118286,0.968701290103089,0.95899208047652,0.862509760921913,0.912681759545924,0.954637985896113,0
